DATE,TYPE,CATEGORY,AMOUNT
2021-11-30,Inflow,Grant / Aid Received,173
2021-11-30,Inflow,Commission Income,265
2021-11-30,Inflow,Interest Income,123
2021-11-30,Inflow,Tax Refunds,100
2021-11-30,Inflow,Service Fees,1782
2021-11-30,Inflow,Sales Revenue,3808
2021-11-30,Inflow,Consulting Fees,626
2021-12-01,Outflow,Vendor Payments,987
2021-12-01,Outflow,Maintenance & Repairs,105
2021-12-01,Outflow,Travel & Transport,91
2021-12-01,Outflow,Office Supplies,61
2021-12-01,Outflow,Equipment Purchase,165
2021-12-01,Outflow,Marketing & Ads,722
2021-12-01,Outflow,Rent & Utilities,10527
2021-12-01,Outflow,Professional Services,197
2021-12-01,Inflow,Asset Sales,100
2021-12-01,Inflow,Interest Income,148
2021-12-01,Inflow,Tax Refunds,100
2021-12-01,Inflow,Grant / Aid Received,132
2021-12-01,Inflow,Service Fees,1592
2021-12-01,Inflow,Consulting Fees,383
2021-12-01,Inflow,Sales Revenue,4250
2021-12-02,Outflow,Maintenance & Repairs,144
2021-12-02,Outflow,Professional Services,193
2021-12-02,Outflow,Travel & Transport,89
2021-12-02,Outflow,Office Supplies,69
2021-12-02,Outflow,Equipment Purchase,203
2021-12-02,Outflow,Marketing & Ads,573
2021-12-02,Outflow,Vendor Payments,1002
2021-12-02,Inflow,Consulting Fees,490
2021-12-02,Inflow,Asset Sales,100
2021-12-02,Inflow,Tax Refunds,100
2021-12-02,Inflow,Grant / Aid Received,151
2021-12-02,Inflow,Subscription Income,822
2021-12-02,Inflow,Sales Revenue,5270
2021-12-03,Outflow,Professional Services,201
2021-12-03,Outflow,Travel & Transport,83
2021-12-03,Outflow,Office Supplies,70
2021-12-03,Outflow,Equipment Purchase,196
2021-12-03,Outflow,Maintenance & Repairs,125
2021-12-03,Outflow,Tax Payments,624
2021-12-03,Outflow,Marketing & Ads,460
2021-12-03,Inflow,Asset Sales,100
2021-12-03,Inflow,Consulting Fees,492
2021-12-03,Inflow,Commission Income,354
2021-12-03,Inflow,Interest Income,104
2021-12-03,Inflow,Subscription Income,797
2021-12-03,Inflow,Service Fees,1440
2021-12-03,Inflow,Sales Revenue,5193
2021-12-03,Outflow,Vendor Payments,1309
2021-12-04,Outflow,Maintenance & Repairs,50
2021-12-04,Outflow,Equipment Purchase,50
2021-12-04,Outflow,Tax Payments,119
2021-12-04,Inflow,Grant / Aid Received,100
2021-12-04,Inflow,Subscription Income,494
2021-12-04,Inflow,Tax Refunds,100
2021-12-05,Inflow,Subscription Income,473
2021-12-05,Outflow,Tax Payments,60
2021-12-05,Outflow,Insurance Premiums,2817
2021-12-06,Outflow,Equipment Purchase,157
2021-12-06,Outflow,Maintenance & Repairs,80
2021-12-06,Outflow,Professional Services,129
2021-12-06,Outflow,Office Supplies,66
2021-12-06,Outflow,Tax Payments,579
2021-12-06,Inflow,Grant / Aid Received,156
2021-12-06,Outflow,Vendor Payments,698
2021-12-06,Inflow,Consulting Fees,413
2021-12-06,Inflow,Commission Income,200
2021-12-06,Inflow,Tax Refunds,100
2021-12-06,Outflow,Marketing & Ads,526
2021-12-07,Outflow,Professional Services,168
2021-12-07,Outflow,Office Supplies,63
2021-12-07,Outflow,Equipment Purchase,140
2021-12-07,Outflow,Tax Payments,592
2021-12-07,Outflow,Marketing & Ads,488
2021-12-07,Outflow,Vendor Payments,773
2021-12-07,Inflow,Consulting Fees,666
2021-12-07,Inflow,Interest Income,113
2021-12-07,Inflow,Grant / Aid Received,211
2021-12-07,Inflow,Sales Revenue,4134
2021-12-08,Outflow,Travel & Transport,63
2021-12-08,Outflow,Office Supplies,52
2021-12-08,Outflow,Equipment Purchase,176
2021-12-08,Outflow,Vendor Payments,829
2021-12-08,Inflow,Commission Income,331
2021-12-08,Inflow,Consulting Fees,493
2021-12-08,Inflow,Interest Income,138
2021-12-08,Inflow,Grant / Aid Received,179
2021-12-08,Inflow,Subscription Income,937
2021-12-08,Inflow,Sales Revenue,3940
2021-12-08,Inflow,Asset Sales,100
2021-12-09,Outflow,Vendor Payments,1111
2021-12-09,Outflow,Professional Services,158
2021-12-09,Outflow,Travel & Transport,90
2021-12-09,Outflow,Office Supplies,63
2021-12-09,Outflow,Equipment Purchase,167
2021-12-09,Outflow,Marketing & Ads,655
2021-12-09,Inflow,Interest Income,117
2021-12-09,Inflow,Grant / Aid Received,176
2021-12-09,Inflow,Subscription Income,846
2021-12-09,Inflow,Service Fees,1847
2021-12-09,Inflow,Sales Revenue,5269
2021-12-09,Inflow,Asset Sales,100
2021-12-10,Outflow,Travel & Transport,103
2021-12-10,Outflow,Software Subscriptions,1993
2021-12-10,Outflow,Equipment Purchase,168
2021-12-10,Outflow,Maintenance & Repairs,150
2021-12-10,Outflow,Professional Services,246
2021-12-10,Outflow,Tax Payments,494
2021-12-10,Inflow,Sales Revenue,4332
2021-12-10,Outflow,Vendor Payments,953
2021-12-10,Inflow,Consulting Fees,478
2021-12-10,Inflow,Commission Income,298
2021-12-10,Inflow,Interest Income,123
2021-12-10,Inflow,Tax Refunds,100
2021-12-10,Outflow,Marketing & Ads,566
2021-12-11,Outflow,Travel & Transport,50
2021-12-11,Outflow,Office Supplies,50
2021-12-11,Outflow,Tax Payments,108
2021-12-11,Outflow,Marketing & Ads,235
2021-12-11,Inflow,Rental Income,174
2021-12-11,Outflow,Maintenance & Repairs,50
2021-12-11,Inflow,Asset Sales,100
2021-12-11,Inflow,Interest Income,100
2021-12-11,Inflow,Grant / Aid Received,100
2021-12-11,Inflow,Subscription Income,713
2021-12-11,Inflow,Commission Income,112
2021-12-12,Outflow,Office Supplies,50
2021-12-12,Inflow,Consulting Fees,100
2021-12-12,Outflow,Professional Services,50
2021-12-12,Inflow,Subscription Income,491
2021-12-12,Inflow,Sales Revenue,966
2021-12-12,Inflow,Commission Income,100
2021-12-13,Inflow,Service Fees,1377
2021-12-13,Inflow,Grant / Aid Received,142
2021-12-13,Inflow,Interest Income,124
2021-12-13,Inflow,Asset Sales,100
2021-12-13,Outflow,Travel & Transport,50
2021-12-13,Outflow,Professional Services,164
2021-12-14,Outflow,Maintenance & Repairs,86
2021-12-14,Outflow,Professional Services,221
2021-12-14,Outflow,Travel & Transport,71
2021-12-14,Outflow,Equipment Purchase,211
2021-12-14,Outflow,Office Supplies,60
2021-12-14,Inflow,Commission Income,381
2021-12-14,Inflow,Asset Sales,100
2021-12-14,Inflow,Interest Income,111
2021-12-14,Inflow,Sales Revenue,4434
2021-12-14,Inflow,Consulting Fees,535
2021-12-15,Outflow,Professional Services,208
2021-12-15,Outflow,Travel & Transport,73
2021-12-15,Outflow,Equipment Purchase,82
2021-12-15,Outflow,Loan Repayments,5519
2021-12-15,Inflow,Consulting Fees,421
2021-12-15,Outflow,Vendor Payments,1034
2021-12-15,Inflow,Asset Sales,100
2021-12-15,Inflow,Interest Income,100
2021-12-15,Inflow,Grant / Aid Received,176
2021-12-15,Inflow,Subscription Income,653
2021-12-15,Inflow,Commission Income,417
2021-12-16,Outflow,Marketing & Ads,432
2021-12-16,Outflow,Maintenance & Repairs,111
2021-12-16,Outflow,Professional Services,240
2021-12-16,Outflow,Travel & Transport,76
2021-12-16,Outflow,Office Supplies,63
2021-12-16,Outflow,Equipment Purchase,173
2021-12-16,Outflow,Vendor Payments,1183
2021-12-16,Inflow,Service Fees,1632
2021-12-16,Inflow,Asset Sales,100
2021-12-16,Inflow,Interest Income,100
2021-12-16,Inflow,Tax Refunds,100
2021-12-16,Inflow,Grant / Aid Received,167
2021-12-16,Inflow,Subscription Income,752
2021-12-16,Inflow,Sales Revenue,4731
2021-12-16,Inflow,Consulting Fees,416
2021-12-17,Outflow,Equipment Purchase,184
2021-12-17,Outflow,Maintenance & Repairs,81
2021-12-17,Outflow,Travel & Transport,77
2021-12-17,Outflow,Vendor Payments,1345
2021-12-17,Outflow,Professional Services,249
2021-12-17,Inflow,Asset Sales,100
2021-12-17,Inflow,Service Fees,1569
2021-12-17,Inflow,Consulting Fees,417
2021-12-17,Inflow,Interest Income,118
2021-12-17,Inflow,Tax Refunds,100
2021-12-18,Outflow,Office Supplies,50
2021-12-18,Outflow,Travel & Transport,50
2021-12-18,Outflow,Tax Payments,123
2021-12-18,Inflow,Commission Income,126
2021-12-18,Outflow,Vendor Payments,352
2021-12-18,Inflow,Subscription Income,678
2021-12-18,Inflow,Service Fees,428
2021-12-18,Inflow,Sales Revenue,1882
2021-12-18,Inflow,Grant / Aid Received,100
2021-12-19,Outflow,Equipment Purchase,50
2021-12-19,Outflow,Professional Services,50
2021-12-20,Inflow,Consulting Fees,462
2021-12-20,Outflow,Travel & Transport,50
2021-12-20,Outflow,Office Supplies,50
2021-12-20,Outflow,Equipment Purchase,128
2021-12-20,Outflow,Vendor Payments,680
2021-12-20,Outflow,Maintenance & Repairs,101
2021-12-20,Inflow,Interest Income,127
2021-12-20,Inflow,Grant / Aid Received,122
2021-12-20,Inflow,Subscription Income,698
2021-12-20,Inflow,Service Fees,698
2021-12-20,Inflow,Sales Revenue,3407
2021-12-20,Inflow,Tax Refunds,100
2021-12-21,Outflow,Professional Services,151
2021-12-21,Outflow,Travel & Transport,65
2021-12-21,Outflow,Office Supplies,58
2021-12-21,Outflow,Equipment Purchase,200
2021-12-21,Outflow,Vendor Payments,1066
2021-12-21,Inflow,Grant / Aid Received,171
2021-12-21,Inflow,Subscription Income,858
2021-12-21,Inflow,Service Fees,1545
2021-12-21,Inflow,Sales Revenue,4719
2021-12-21,Inflow,Interest Income,126
2021-12-22,Outflow,Tax Payments,843
2021-12-22,Outflow,Professional Services,205
2021-12-22,Outflow,Travel & Transport,81
2021-12-22,Outflow,Maintenance & Repairs,115
2021-12-22,Outflow,Equipment Purchase,145
2021-12-22,Outflow,Vendor Payments,1203
2021-12-22,Outflow,Office Supplies,68
2021-12-22,Inflow,Commission Income,293
2021-12-22,Inflow,Service Fees,1477
2021-12-22,Inflow,Grant / Aid Received,109
2021-12-22,Inflow,Consulting Fees,516
2021-12-22,Inflow,Interest Income,119
2021-12-22,Inflow,Tax Refunds,100
2021-12-22,Inflow,Asset Sales,100
2021-12-23,Outflow,Office Supplies,63
2021-12-23,Outflow,Maintenance & Repairs,141
2021-12-23,Outflow,Professional Services,168
2021-12-23,Outflow,Travel & Transport,95
2021-12-23,Outflow,Vendor Payments,1245
2021-12-23,Outflow,Equipment Purchase,201
2021-12-23,Inflow,Asset Sales,100
2021-12-23,Inflow,Interest Income,113
2021-12-23,Inflow,Service Fees,1030
2021-12-23,Inflow,Sales Revenue,5356
2021-12-23,Inflow,Consulting Fees,569
2021-12-24,Outflow,Equipment Purchase,132
2021-12-24,Outflow,Professional Services,177
2021-12-24,Outflow,Travel & Transport,66
2021-12-24,Outflow,Office Supplies,57
2021-12-24,Outflow,Maintenance & Repairs,120
2021-12-24,Outflow,Marketing & Ads,627
2021-12-24,Inflow,Commission Income,338
2021-12-24,Inflow,Tax Refunds,100
2021-12-24,Inflow,Grant / Aid Received,179
2021-12-24,Inflow,Sales Revenue,6231
2021-12-24,Outflow,Vendor Payments,792
2021-12-25,Outflow,Maintenance & Repairs,50
2021-12-25,Outflow,Professional Services,71
2021-12-25,Outflow,Travel & Transport,50
2021-12-25,Inflow,Commission Income,105
2021-12-25,Inflow,Interest Income,100
2021-12-25,Inflow,Subscription Income,581
2021-12-25,Inflow,Service Fees,544
2021-12-25,Inflow,Asset Sales,100
2021-12-26,Inflow,Subscription Income,453
2021-12-26,Outflow,Office Supplies,50
2021-12-27,Outflow,Professional Services,124
2021-12-27,Outflow,Office Supplies,61
2021-12-27,Outflow,Equipment Purchase,113
2021-12-27,Inflow,Asset Sales,100
2021-12-27,Inflow,Interest Income,147
2021-12-27,Inflow,Grant / Aid Received,113
2021-12-27,Inflow,Subscription Income,752
2021-12-27,Inflow,Service Fees,1082
2021-12-27,Inflow,Sales Revenue,3554
2021-12-27,Inflow,Tax Refunds,100
2021-12-28,Outflow,Maintenance & Repairs,138
2021-12-28,Outflow,Professional Services,172
2021-12-28,Outflow,Travel & Transport,78
2021-12-28,Outflow,Equipment Purchase,192
2021-12-28,Outflow,Marketing & Ads,685
2021-12-28,Outflow,Vendor Payments,1000
2021-12-28,Inflow,Commission Income,242
2021-12-28,Inflow,Asset Sales,100
2021-12-28,Inflow,Subscription Income,828
2021-12-28,Inflow,Sales Revenue,5438
2021-12-28,Outflow,Staff Salaries,31844
2021-12-29,Outflow,Professional Services,196
2021-12-29,Outflow,Office Supplies,56
2021-12-29,Outflow,Equipment Purchase,189
2021-12-29,Outflow,Marketing & Ads,537
2021-12-29,Inflow,Consulting Fees,620
2021-12-29,Outflow,Vendor Payments,1033
2021-12-29,Inflow,Tax Refunds,100
2021-12-29,Inflow,Subscription Income,688
2021-12-29,Inflow,Service Fees,1249
2021-12-29,Inflow,Sales Revenue,4452
2021-12-29,Inflow,Interest Income,112
2021-12-30,Outflow,Maintenance & Repairs,136
2021-12-30,Outflow,Professional Services,189
2021-12-30,Outflow,Office Supplies,79
2021-12-30,Outflow,Equipment Purchase,191
2021-12-30,Outflow,Tax Payments,613
2021-12-30,Outflow,Marketing & Ads,540
2021-12-30,Inflow,Consulting Fees,629
2021-12-30,Inflow,Asset Sales,100
2021-12-30,Inflow,Tax Refunds,100
2021-12-30,Inflow,Subscription Income,610
2021-12-30,Inflow,Service Fees,1605
2021-12-30,Inflow,Sales Revenue,4371
2021-12-30,Inflow,Commission Income,313
2021-12-31,Outflow,Tax Payments,749
2021-12-31,Outflow,Maintenance & Repairs,106
2021-12-31,Outflow,Professional Services,213
2021-12-31,Outflow,Office Supplies,61
2021-12-31,Outflow,Vendor Payments,982
2021-12-31,Outflow,Travel & Transport,103
2021-12-31,Inflow,Commission Income,384
2021-12-31,Inflow,Interest Income,160
2021-12-31,Inflow,Consulting Fees,366
2021-12-31,Inflow,Tax Refunds,100
2021-12-31,Inflow,Sales Revenue,4109
2022-01-01,Inflow,Sales Revenue,1300
2022-01-01,Inflow,Subscription Income,478
2022-01-01,Inflow,Interest Income,100
2022-01-01,Outflow,Rent & Utilities,9839
2022-01-01,Outflow,Marketing & Ads,122
2022-01-02,Inflow,Grant / Aid Received,100
2022-01-02,Outflow,Office Supplies,50
2022-01-02,Inflow,Sales Revenue,1023
2022-01-02,Inflow,Service Fees,163
2022-01-03,Inflow,Sales Revenue,1798
2022-01-03,Inflow,Service Fees,834
2022-01-03,Inflow,Tax Refunds,100
2022-01-03,Inflow,Asset Sales,100
2022-01-03,Outflow,Vendor Payments,607
2022-01-03,Outflow,Tax Payments,50
2022-01-03,Outflow,Equipment Purchase,91
2022-01-03,Outflow,Professional Services,165
2022-01-04,Outflow,Equipment Purchase,124
2022-01-04,Outflow,Maintenance & Repairs,104
2022-01-04,Outflow,Professional Services,182
2022-01-04,Outflow,Office Supplies,73
2022-01-04,Outflow,Tax Payments,50
2022-01-04,Inflow,Grant / Aid Received,630
2022-01-04,Inflow,Consulting Fees,394
2022-01-04,Inflow,Asset Sales,100
2022-01-04,Inflow,Interest Income,103
2022-01-04,Inflow,Sales Revenue,2877
2022-01-04,Outflow,Vendor Payments,473
2022-01-05,Outflow,Maintenance & Repairs,98
2022-01-05,Outflow,Travel & Transport,94
2022-01-05,Outflow,Office Supplies,81
2022-01-05,Outflow,Insurance Premiums,2666
2022-01-05,Inflow,Consulting Fees,475
2022-01-05,Inflow,Subscription Income,846
2022-01-05,Inflow,Service Fees,586
2022-01-05,Inflow,Sales Revenue,2426
2022-01-05,Inflow,Interest Income,100
2022-01-06,Outflow,Equipment Purchase,168
2022-01-06,Outflow,Maintenance & Repairs,68
2022-01-06,Outflow,Professional Services,241
2022-01-06,Outflow,Travel & Transport,97
2022-01-06,Outflow,Tax Payments,50
2022-01-06,Inflow,Grant / Aid Received,720
2022-01-06,Inflow,Consulting Fees,492
2022-01-06,Inflow,Asset Sales,100
2022-01-06,Outflow,Vendor Payments,669
2022-01-06,Inflow,Sales Revenue,2679
2022-01-07,Outflow,Professional Services,258
2022-01-07,Outflow,Travel & Transport,129
2022-01-07,Outflow,Office Supplies,65
2022-01-07,Outflow,Equipment Purchase,186
2022-01-07,Outflow,Marketing & Ads,322
2022-01-07,Outflow,Vendor Payments,735
2022-01-07,Inflow,Commission Income,237
2022-01-07,Outflow,Maintenance & Repairs,134
2022-01-07,Inflow,Asset Sales,100
2022-01-07,Inflow,Interest Income,115
2022-01-07,Inflow,Subscription Income,630
2022-01-07,Inflow,Service Fees,946
2022-01-07,Inflow,Consulting Fees,537
2022-01-08,Inflow,Rental Income,284
2022-01-08,Outflow,Marketing & Ads,115
2022-01-08,Inflow,Interest Income,100
2022-01-09,Inflow,Subscription Income,539
2022-01-09,Inflow,Interest Income,100
2022-01-09,Inflow,Commission Income,100
2022-01-09,Outflow,Travel & Transport,50
2022-01-10,Outflow,Office Supplies,60
2022-01-10,Outflow,Maintenance & Repairs,72
2022-01-10,Outflow,Professional Services,116
2022-01-10,Outflow,Software Subscriptions,1941
2022-01-10,Outflow,Travel & Transport,59
2022-01-10,Inflow,Commission Income,123
2022-01-10,Inflow,Asset Sales,100
2022-01-10,Inflow,Interest Income,149
2022-01-10,Inflow,Tax Refunds,100
2022-01-10,Outflow,Equipment Purchase,133
2022-01-11,Outflow,Office Supplies,63
2022-01-11,Outflow,Travel & Transport,93
2022-01-11,Outflow,Equipment Purchase,164
2022-01-11,Outflow,Maintenance & Repairs,133
2022-01-11,Outflow,Professional Services,217
2022-01-11,Outflow,Tax Payments,50
2022-01-11,Inflow,Service Fees,1408
2022-01-11,Inflow,Commission Income,219
2022-01-11,Inflow,Tax Refunds,100
2022-01-11,Inflow,Grant / Aid Received,654
2022-01-11,Outflow,Vendor Payments,553
2022-01-11,Inflow,Sales Revenue,3191
2022-01-12,Outflow,Maintenance & Repairs,103
2022-01-12,Outflow,Professional Services,177
2022-01-12,Outflow,Travel & Transport,107
2022-01-12,Outflow,Tax Payments,50
2022-01-12,Outflow,Marketing & Ads,290
2022-01-12,Inflow,Consulting Fees,545
2022-01-12,Inflow,Asset Sales,100
2022-01-12,Inflow,Interest Income,116
2022-01-12,Inflow,Tax Refunds,100
2022-01-12,Inflow,Grant / Aid Received,411
2022-01-12,Inflow,Sales Revenue,2728
2022-01-12,Inflow,Commission Income,203
2022-01-13,Outflow,Vendor Payments,819
2022-01-13,Outflow,Professional Services,165
2022-01-13,Outflow,Maintenance & Repairs,114
2022-01-13,Outflow,Travel & Transport,120
2022-01-13,Outflow,Office Supplies,69
2022-01-13,Outflow,Marketing & Ads,286
2022-01-13,Inflow,Consulting Fees,480
2022-01-13,Inflow,Service Fees,1029
2022-01-13,Inflow,Asset Sales,100
2022-01-13,Inflow,Interest Income,113
2022-01-13,Inflow,Tax Refunds,100
2022-01-13,Inflow,Grant / Aid Received,513
2022-01-13,Inflow,Subscription Income,743
2022-01-13,Inflow,Sales Revenue,2841
2022-01-13,Inflow,Commission Income,206
2022-01-14,Outflow,Maintenance & Repairs,110
2022-01-14,Outflow,Office Supplies,62
2022-01-14,Outflow,Equipment Purchase,181
2022-01-14,Outflow,Marketing & Ads,347
2022-01-14,Inflow,Consulting Fees,464
2022-01-14,Outflow,Vendor Payments,784
2022-01-14,Inflow,Asset Sales,100
2022-01-14,Inflow,Interest Income,110
2022-01-14,Inflow,Tax Refunds,100
2022-01-14,Inflow,Service Fees,1202
2022-01-14,Inflow,Sales Revenue,2372
2022-01-14,Inflow,Commission Income,252
2022-01-15,Outflow,Office Supplies,50
2022-01-15,Outflow,Equipment Purchase,50
2022-01-15,Outflow,Loan Repayments,5592
2022-01-15,Inflow,Subscription Income,495
2022-01-15,Inflow,Service Fees,399
2022-01-15,Inflow,Sales Revenue,1613
2022-01-15,Inflow,Rental Income,206
2022-01-16,Inflow,Commission Income,100
2022-01-17,Outflow,Vendor Payments,722
2022-01-17,Outflow,Office Supplies,50
2022-01-17,Outflow,Professional Services,139
2022-01-17,Inflow,Interest Income,137
2022-01-17,Outflow,Equipment Purchase,134
2022-01-17,Inflow,Subscription Income,651
2022-01-17,Inflow,Service Fees,901
2022-01-17,Inflow,Sales Revenue,2039
2022-01-17,Inflow,Tax Refunds,100
2022-01-18,Outflow,Maintenance & Repairs,114
2022-01-18,Outflow,Travel & Transport,87
2022-01-18,Outflow,Office Supplies,69
2022-01-18,Outflow,Equipment Purchase,131
2022-01-18,Outflow,Tax Payments,50
2022-01-18,Outflow,Vendor Payments,728
2022-01-18,Inflow,Consulting Fees,582
2022-01-18,Inflow,Commission Income,178
2022-01-18,Inflow,Interest Income,102
2022-01-18,Inflow,Tax Refunds,100
2022-01-18,Inflow,Grant / Aid Received,542
2022-01-18,Inflow,Service Fees,1104
2022-01-18,Inflow,Sales Revenue,3142
2022-01-18,Inflow,Asset Sales,100
2022-01-19,Outflow,Vendor Payments,905
2022-01-19,Outflow,Maintenance & Repairs,144
2022-01-19,Outflow,Travel & Transport,102
2022-01-19,Inflow,Consulting Fees,527
2022-01-19,Inflow,Commission Income,264
2022-01-19,Inflow,Interest Income,125
2022-01-19,Inflow,Tax Refunds,100
2022-01-19,Inflow,Grant / Aid Received,506
2022-01-19,Inflow,Service Fees,1169
2022-01-19,Inflow,Sales Revenue,3475
2022-01-20,Outflow,Professional Services,240
2022-01-20,Outflow,Travel & Transport,106
2022-01-20,Outflow,Office Supplies,72
2022-01-20,Outflow,Tax Payments,50
2022-01-20,Outflow,Marketing & Ads,240
2022-01-20,Outflow,Vendor Payments,682
2022-01-20,Inflow,Consulting Fees,439
2022-01-20,Inflow,Asset Sales,100
2022-01-20,Inflow,Interest Income,132
2022-01-20,Inflow,Tax Refunds,100
2022-01-20,Inflow,Subscription Income,488
2022-01-21,Outflow,Maintenance & Repairs,101
2022-01-21,Outflow,Professional Services,147
2022-01-21,Outflow,Travel & Transport,105
2022-01-21,Outflow,Office Supplies,65
